label,city_id
Xalatlaco,fET0BXQf0OsalAtt-qMhzA
Xonacatlán,lCQzayvi2SENuNiFQc8I8w
Zacazonapan,qYyUxmf2qojXqe7OhJlT8w
Zacualpan,fTC3uEJF72nI4ce3E16-Rw
Zinacantepec,T4Q4Iz9N7_22G5MPcwkv8Q
Zumpahuacán,okxWOZDXyHJisPSVck21tg
Zumpango,pEAqogXu1ALKi62BNyzsCg
Abasolo,Bda9YetlDk7oSG9Ftfnlag
Agualeguas,06nopR-NqVLaha80OOOh_g
Allende,icrpS3k07PcM9AGh4qG33Q
Anáhuac,BDxIMYxqbE4u04WMki_ZEw
Apodaca,PTScK3HQfDaJV-43aVlEdg
Aramberri,Y-tC_Q3LSQCxWT4URT-TPg
Bustamante,KtSWGHd0T2t_ZRwzzbCLhQ
Cadereyta Jiménez,E5uGKR8F9dHgf4tIQyPQog
Cerralvo,QFBUmj0LjMTz4FHnJFmbdg
China,oiCYyt6vIGMGbPlO3BRYmA
Ciénega de Flores,DT29Y2KrICg7CGvjHB2Olg
Doctor Arroyo,ABZTDuMSp5GhqV975NCCNQ
Doctor Coss,ZTVGKz1bJqJMloBzSfvLcA
Doctor González,JxIlxx0jIGmkBGEyk4wITA
El Carmen,FlTJb-A9VvCdc2bxUm4P0w
Galeana,Tipwcgg52SougerwxFk4-Q
García,i8jB1_23T0F9KYXIPGs6wg
General Bravo,WSX3YJpVaqkUd2O0zV7pwg
General Escobedo,L-KCQzcoDhVK6auXOWbHkA
General Terán,q-uVk18E5GiZLUMNvVYSSw
General Treviño,jb2twsPz0EDs5U5NRiTM4w
General Zaragoza,vQYY2B1oE_D0W68Ns7lKwQ
General Zuazua,vb6UMEEntGtM6lyi1xPWPQ
Guadalupe,PgB4IAFekxChVovnFisQ_g
Hidalgo,_4OcChzISelAxWyWpVdVqA
Higueras,1Qiqd_b9-fkqCaknSZSc5w
Hualahuises,oYIF682_h8AJfs5O67R6AQ
Iturbide,2inRz7S50wcg9ILfh0TZjg
Juárez,eVrTWwC8967vMIM5Onm3_g
Lampazos de Naranjo,AXUt0GIOMDDCPHNz0RJqFw
Linares,48HmcG989_911DiITho-Aw
Los Aldamas,GjM4dC0aKiA4b371tVHYUA
Los Herreras,96R__DSRi2qpDPubBWM6fQ
Los Ramones,V9qY1t-Tu6rFVvIXQKfNxA
Marín,KPJL0kNauyk1eeNogS8tww
Melchor Ocampo,kpEwM2sWILlZIAqt8FYOew
Mier y Noriega,0goQAvqoVix9tymO_bBbOA
Mina,nxgnA0FbZix3dg3sentnyw
Montemorelos,dEX7Bw8bwNU7kwDlEleBgQ
Monterrey,soNmjQyvlLfRXjy-Yz8BRw
Parás,WFoCYzHUg7fE8eNO9TWK6Q
Pesquería,nkajH8KbcWIVCPFacl7SlA
Rayones,IrldlqQ-ilFO60KVWkrscQ
Sabinas Hidalgo,Zww_H8LPuPMHpzKdLF0law
Salinas Victoria,ApXavdab7Z-I3YYVD-2lPg
San Nicolás de los Garza,_H3ub_MBQz_m-5QbpSuwlA
San Pedro Garza García,ymtVrsyUvjar5QK16pUJ1A
Santa Catarina,0BgTVIKya7nONAk1uJ6Wzw
Santiago,AYkOiKefj_nrRXu_W-B1bQ
Vallecillo,oCNCOnlcOAm8i2RnosGRFA
Villaldama,MIP0ZCobJEDMpmnA68CsSA
Ahualulco,EQg1rKSqLq9z4AGomfTZpg
Alaquines,Cf4v2-yVvKgbh5VcDiXWLw
Aquismón,PfUaAtb2CHsIHJzYyCX50Q
Armadillo de los Infante,T-JW07Vd8s0auchisKghfQ
Axtla de Terrazas,TnByy1P3DFG2Nak1mceHIg
Catorce,j4iXtnMWFvKmvuMIYqrttg
Cedral,Id2-hPuMOValHvbHriwzqA
Cerritos,QpsydqUkibui1z-42-CpgQ
Cerro de San Pedro,r7SK_BPTVs2_ECUNgj-YVg
Charcas,VpaX6ni8xiFADen3i72zPg
Ciudad Fernández,U31_1orIzrNsrsMBOyaiyQ
Ciudad Valles,erfDAn0zOsQIF8HHj7fO4w
Ciudad del Maíz,PhRiDlc8zQ68i-8f2sAYjg
Coxcatlán,FgZMiqNWAmN6w8o30kzhGQ
Cárdenas,k1ZegT0wYupndFQZpTEmCQ
Ebano,7EesqjEAtv8Z1SRG-wNveA
El Naranjo,IZD1KCfJW0iqpkmbrBG5rQ
Guadalcázar,Qa4B33EJ0ObbFiZd2tkPfA
Huehuetlán,SHaoeKPkL-BeS1D2WXymag
Lagunillas,aSm93rsLRznWgtHZQBkz1A
Matehuala,WS3w3yBNWIqy1XYkZIqtQQ
Matlapa,VS-v2rdUuMvWMMlrhDEafg
Mexquitic de Carmona,_hupTabl7Y4XnSLLFrnrgw
Moctezuma,P8pfPFsJfhrCLGop64CbLA
Rayón,BvEqp7DHu0jljr4XKBBjeg
Rioverde,nRPQYrIijhrMsXIG8AJrOQ
Salinas,YFEpe9tR0GjzPZyrFD-tMA
San Antonio,wQ-sRJpKYeOM0Tw84haYow
San Ciro de Acosta,N7RVFfcNyK9URCS1iQJgwA
San Luis Potosí,JBuwtsulVBtLzfwzkYSbOQ
San Martín Chalchicuautla,P74euSritRv1f-G_qHGcnQ
San Nicolás Tolentino,vV0D7V0OSQdIru5SXO4RTg
San Vicente Tancuayalab,OfSOPTMBTcgk3akA_uTidg
Santa Catarina,qZSunPbr3RF0L3HlKgpqsA
Santa María del Río,tcFxDzEpDrThoa3-0E555w
Santo Domingo,gdNlm86Yl37lJjCvudPhEQ
Soledad de Graciano Sánchez,Qn9EfCUWkvEceoMybm_WvA
Tamasopo,k1SFDgQ8MVh7nHStyo7YFg
Tamazunchale,8GDZ5VV6L1FV9_4WkvPVCg
Tampacán,hrjRVlaKDdaZVy7O-SSYPQ
Tampamolón Corona,QjT-2BDpnOTxb_F41rpZ2w
Tamuín,nAKGDwn34f3qQQ2F7mCDOg
Tancanhuitz,15cicdvaEYp_ZQq_wv4vHw
Tanlajás,8swh9XX3dSZnp_0AKwOXJg
Tanquián de Escobedo,7AyTEdw01P5Zkrx03udD2Q
Tierra Nueva,P4XHHpMVhzpS6f6Q0Y4gjg
Vanegas,UTArPk2FV3jhxdJBwWLbaw
Venado,_tyentWn5vu1q2cv5bECQA
Villa Hidalgo,_LvkmFAPckn7rFsYBCYPjQ
Villa Juárez,Gjg4agw3Okghqh9wYuCfnQ
Villa de Arista,cxj6AyemjhukEyX6dUTAyQ
Villa de Arriaga,o9oUGN1B_T2jFGpkK7FqCw
Villa de Guadalupe,LgQJgc30QFJo-umQwPKM2A
Villa de Ramos,hCa6SPAbF9moEhmFPfZAiA
Villa de Reyes,kE0qvAutg6cGJTAy9zITVA
Villa de la Paz,_pwfqGrsOFlMfcGOTUiv5Q
Xilitla,18iGXEd2SRtQaKOK0ojd1Q
Zaragoza,xoCe1EptIalDdf2sWu73sA
Balancán,NOmEwOpjBRLju_QP7HWxWA
Centla,HaymqeDbdkhAwJjvvp19FA
Centro,15qqhDiPyjzBQ4ar_GohNQ
Comalcalco,2kL396ELHy-6OmUNZ5xKuA
Cunduacán,N7zWTHWi-E4ZfdqgDJfkhg
Cárdenas,CAzlCdO-870RdwHS2JFs4A
Emiliano Zapata,jDl2OsU_iLnMizudPDI4YA
Huimanguillo,w0X2GqzQDvMN7vLMTKkbfQ
Jalapa,Zf3t34rHPat0hdRzlAhTbg
Jalpa de Méndez,gu5CXfGMfaN6K_0dXIrrsg
Jonuta,fvsDBKPat7K6GmkmiMw4Aw
Macuspana,46rYOvx2QQSgI9zSR2d2dw
Nacajuca,jVUhGxSRVUBPilGFv-gGlw
Paraíso,OBorEeAE_dWkd3ZdVAwffA
Tacotalpa,IslOX6WT0JAlLuR41d0F7A
Teapa,kjhOJUvHcj4EROxk3nLX_Q
Tenosique,lFRL6m43Bb6FJQUSsJynWQ
VillaHermosa,bJ1rQz2LUIfEJYIuXE3rUg
Acajete,8R-vDF2lpZYYs_m3_eKY5Q
Acatlán,LNpj1aIneGO--9G2ckscDQ
Acayucan,vwOAKPkF_87OEcCFXwbxjQ
Actopan,ObnrsYrNnaZrUM3JbgE0rw
Acula,2LdZm9sI6qixMI4Lk8BHBA
Acultzingo,MBmSmqd_xvlCw5rascdH_w
Agua Dulce,lsZecR_ATt-_m1dqMKHK8g
Alpatláhuac,gxDA-LhInBfHJd6fkThl_Q
Alto Lucero de Gutiérrez Barrios,g8a0JD2MIuQd0p4-f9lrEA
Altotonga,weQQ8wRdyiTpQKfP5O3GqQ
Alvarado,atZST-0okNAXzrcg196XZQ
Amatitlán,Y8EhoiJ7km24WzDmC4abDg
Amatlán de los Reyes,tMwpsdq3zUyNYabvDkUzRQ
Angel R. Cabada,8zRo3K9nzI78p8YMnklpxA
Apazapan,sCvWfeO5o9f5Q0oAi5aGcw
Aquila,FOizLQspRd0jU4BwXnBeVw
Astacinga,3Nt-UXF2pYJatUY0E3cFdw
Atlahuilco,7HdYFJZCf9b_lCvU8oZ0_g
Atoyac,-DHr1KuY8i3dcc9aPl_xeg
Atzacan,0NYASv96syrxOy1u8hpr9w
Atzalan,5rzC_w_kX-EMnguKsZEw0g
Ayahualulco,bBqOgntzpz9ptKDWNsIwMg
Banderilla,ivehx2DbUA9S8v-eQ5i2cw
Benito Juárez,yLnDl9FlnOO2BmZ_Osnclg
Boca del Río,8f4pJxMheztARWjtxJYSdw
Calcahualco,gMSYDOtbq7qK6Odh1adiVA
Camarón de Tejeda,CMd3ttudn0WnO8eUF2Q1bA
Camerino Z. Mendoza,MGNWXcmU6hm7UmRgGOX8pQ
Carlos A. Carrillo,FmSEN66qMRiRBG3pQB0DFA
Carrillo Puerto,r3x5mz-oYBEmQLsEkgHH0A
Castillo de Teayo,GktgEDs-GaJPXkrHU3NUiQ
Catemaco,beCB9QtQPE_tMKJRdq8_ag
Cazones de Herrera,gNE9iA0Cu9DxJQwLRjt-mg
Cerro Azul,dqszfMCYI1zbMBLX46yZVw
Chacaltianguis,WU-_-piQ3zlUkT7El7vTaQ
Chalma,Vfl3xtQg8SAUDw-8g1F3Xw
Chiconamel,QO2i2w8YWMIARcOeagTsUA
Chiconquiaco,V7B9EoCK_BzQ_2ib0LXUAg
Chicontepec,1byIH64zAnHPf1gMqz8IGQ
Chinameca,-8uWo_8-j2F0eXD00h9tgA
Chinampa de Gorostiza,ZuZNY0HlDX3uvImLokeidw
Chocamán,5Tmh5SfltaXkWrMsB6h1IA
Chontla,HG2t7PvNsHeORjHxib5KIQ
Chumatlán,tT6WljL7a6HCMAXgLXB3fQ
Citlaltépetl,_7bEgCmb3Fl0pQoS5a7WHA
Coacoatzintla,7KAjTuWrZNHOwaFIYT07xA
Coahuitlán,pouq_1V_3_nNMoAB2VfXUg
Coatepec,TB_2IDmwhB_3maiZBbmAGw
Coatzacoalcos,KPWAlbNqbk2xNGdDWK-ZZw
Coatzintla,raeCIx96v2brz-wFqnlKng
Coetzala,uJQOBXMpCcwDFwCDG0mwAg
Colipa,D8uN5CDDiJ041QXnGFjmZA
Comapa,Tq0Wa--alRxWwlQHk8WzxQ
Cosamaloapan de Carpio,wbY8Z-0S-6ina2SR50IibQ
Cosautlán de Carvajal,XKAM0O2sYq8Pu_Wc3Q3v1A
Coscomatepec,jc_Z8F_asZkQN9ZhgNeu2A
Cosoleacaque,1Rv8Ij9Z0DM_w2wOE55c0w
Cotaxtla,Ws-juQbrUAPrmDGAC3haTw
Coxquihui,OrD5aOLA-GQeFJUvrk5ovA
Coyutla,2Wkttkb3xGZqmw6nrWJrpQ
Cuichapa,MoEnVhBs84OYe7zrR3n4RA
Cuitláhuac,GYrB6VJPTink1lGnQ9tB2Q
Córdoba,kmXHznRSS-Zbir15mGpTmw
El Higo,sQ38pLTUMoWpoPWB19bviw
Emiliano Zapata,CRTAXfdCEx7-2QncY8ybQQ
Espinal,NxKoDCrRed-UjHfkxrdsHQ
Filomeno Mata,B9-vIhb92PVjcZuNg8dlcA
Fortín,AOHKMaxUJ-ex0OTosWd5sQ
Gutiérrez Zamora,75hF_W2bcmhvutvoOFeM6Q
Hidalgotitlán,_-476C8QPhNBk012cN_MVg
Huatusco,nvMs5EzT9hX-qS6tuAGM-Q
Huayacocotla,yzcQC75livFFRlGjhkUykw
Hueyapan de Ocampo,ZNRGUpnyxGz8NlVFvHKswg
Huiloapan de Cuauhtémoc,bb1ZlNSVvwr8QJATgfVQ7w
Ignacio de la Llave,rnDvEOEYxGZ-tdPEZKHwow
Ilamatlán,GQq2eeFPxmY8vyKkAnsYlQ
Isla,z9g_w78U8Rqo0QUQCN01pA
Ixcatepec,4nFHc5ht3qxzXJODo6k2qA
Ixhuacán de los Reyes,kAy6qaqLdlMchfq7cwwfVQ
Ixhuatlancillo,Uznllm0b-BceaqfGgm757A
Ixhuatlán de Madero,PQGftZi0tJT-z1qXyP3OVA
Ixhuatlán del Café,BqVuwEoNvS7DJTGrw6Uy4Q
Ixhuatlán del Sureste,m4zWCh1I6RWpiNA01bkKpw
Ixmatlahuacan,cTIhB4uSfy9oS9Rn7Oy2Sg
Ixtaczoquitlán,avwX0Ac2bIN-B_HGeKCCJg
Jalacingo,DiMePgs22pewjkTtOq4xSg
Jalcomulco,ZY_FqiexK0u3vPks3eEn_A
Jamapa,QEjFsJd8Vr5P1kbkGyYfBQ
Jesús Carranza,2ZBBjrh3JPBjam1QHjWHyg
Jilotepec,4S-mBgmNBtjUJu7ID0SiRw
José Azueta,v08FX2NXq8grEJ4Ic28G5Q
Juan Rodríguez Clara,fu5vMA7hkDd4bp4PYRMFrw
Juchique de Ferrer,ZtsJg8Rnrn0ODEv0wHi27A
Jáltipan,ysckItWRVEcQQaO3SZ1FJA
La Antigua,UGT7xZlPQ_rDVcIk85EloQ
La Perla,ws0Vjo0zYXTqd8LR5Jv9WQ
Landero y Coss,-gTNqxBQj7f31Kdoti-JHw
Las Choapas,EviVw5GZGA1CF7fQnpwNAA
Las Minas,85mcChAdHX2sOoK8vRqYSg
Las Vigas de Ramírez,LpoXwfwWhBvN_86Wi4nU9g
Lerdo de Tejada,30I7jgrOG786WG9o-lCDJg
Los Reyes,N22Bc0GsV4agO4BvbMVX5A
Magdalena,btTqh6uVksx4GlUYGYERLw
Maltrata,Ts8bXblH1JjcvcNJVGwWkw
Manlio Fabio Altamirano,ydtU5RmvbLyGrguVGnCeVA
Mariano Escobedo,nhz4ZkETYWwkZy9dh-TpIQ
Martínez de la Torre,87_SwNv5qL06WUcNxAzvrg
Mecatlán,00yqJ7Zx_Bf6_dZUY6sJDA
Mecayapan,37YZZAQO2sTOJdV_a0bSrw
Medellín,cw8_Bk8HDXhoQwKQ44ztzw
Miahuatlán,VBI9l-Zir_hRnnyK40iiZQ
Minatitlán,YW_hjxHBds3LmB_WC9HhSA
Misantla,Y5fyoR6ZpNaDqsUbyJQIOQ
Mixtla de Altamirano,9qHGjnr4WaTU-Om4kU4Zkg
Moloacán,cOAyoxBZ92JabEOgEWiO7g
Nanchital de Lázaro Cárdenas del Río,0F21idDMVJrWB0qaYuQu2A
Naolinco,AuWcsipnjtHtNTgXssnhtA
Naranjal,36EEZbp89XR_aVvlG-JJAw
Naranjos Amatlán,t5h8Bas73qzsygKl4jLN5w
Nautla,I96WcIQk6WOhqwZ-pr4P-w
Nogales,cmzWmhvkDgPQ96Ytf1ZUUQ
Oluta,dPJ-KrUss1HZriOIAyQcMg
Omealca,kmJEs-ETbPxDYUf8Jy3N2w
Orizaba,Miql_VQtEt37ygv-LD0nLQ
Otatitlán,wIvA0dkBJ3d9Xkw6bWhRsw
Oteapan,xcD3Br_I7eu4mUun8mEpMA
Ozuluama de Mascareñas,uW1Se6V4irWbBD1o8MUMgw
Pajapan,3BWEwO4wL3xZHFk8ICqiuA
Papantla,UcsFtnh4cJ1o5WkZ6__xHw
Paso de Ovejas,97yqAxB4U7kMthYcxhu0EA
Paso del Macho,U00RmgPq2vuG6vC83cknMA
Perote,Xjd2BTp4JbsWvdTRj8zJVA
Platón Sánchez,EyKAYlbnm3qh-2_RlzhRsw
Playa Vicente,rXg0SnALnUH0QRGF9ZxVqQ
Poza Rica de Hidalgo,F4dXsTRt1TJR9YqS4rzKWQ
Pueblo Viejo,ehPntm3fphj7dnCk_tUzAQ
Puente Nacional,1HPf-AP57eKsk3AXcM09Qw
Pánuco,_rfJkIkL9a3FKpea_laR0w
Rafael Delgado,ZQeYvSiLISBLfoVZebowmg
Rafael Lucio,hXUQNmNskkYpn_Z-HgI0CA
Río Blanco,gAnnMV23uvW3HSuISzvb8w
Saltabarranca,eVl4C-LrBmusyTCO3i9i9Q
San Andrés Tenejapan,f90KytWEBsdXYGWf0LkGQw
San Andrés Tuxtla,gZs-CnFsc5XUh-BwihU_JA
San Juan Evangelista,uLP5FwNJjz-RrHFtJIQY0w
San Rafael,R2IE381La3Av2NrnfnRVAA
Santiago Sochiapan,PJSjCzTarzYvVpOTuhQdvQ
Santiago Tuxtla,Pm50PjykLMkFGasyTlGhYQ
Sayula de Alemán,2wnsA9lG-nsZHPBNqA5p0Q
Sochiapa,ACXUOD959qwrzwZ7S67RGw
Soconusco,HSLGS2_NoEJgE9sDgJ--AA
Soledad Atzompa,LQFWmDQfuNpmVSNEPkX7Kg
Soledad de Doblado,Qli-LcDghqR0vvavd-60tw
Soteapan,dmCiLfR6OMZZ1iIInPp3Uw
Tamalín,koQU5pqYBk6cH_26jsHkvw
Tamiahua,7HiybB1jGbSn8AVmy1S-Ww
Tampico Alto,Vcl_GEEsPhFzMK2BYQFobQ
Tancoco,NHcfb4LFREXpeUHrg3cVPQ
Tantima,zydAeGk1yQB-XM8x8eUAkQ
Tantoyuca,Ygbv-3v5MTDWTPpQie-4CA
Tatahuicapan de Juárez,Z1jt1sylTfd-TGMFm6ymEw
Tatatila,a3OBIymmp34e5h-5Uyig8w
Tecolutla,5U0HPQ0GDFL9zl6rk_civA
Tehuipango,qJHyYLDRp_dWtN8B4xTiIw
Tempoal,8UXsGjRZHZxJXpfnJSNQew
Tenampa,wP0epEYbJMgp4WvoNbLf4g
Tenochtitlán,ZFOQLfWxx8dKNAJBFrN09A
Teocelo,odeJ1ZOgWaImWQqmxL6GrQ
Tepatlaxco,Crr1DWKjGF4mkRqyZR1dEA
Tepetlán,XOH7xfQeTjh0SpmivrmXfA
Tepetzintla,ccu2ARqAvEYVpYStZd1g2w
Tequila,nQkVxgv0KRj87tjkzDF-zA
Texcatepec,nhOq42VCXpMUaS3ZESMSnw
Texhuacán,swmcJD1DT10CtwBLJ5o1Aw
Texistepec,bemsO7DXMpAq8hDMSSRLag
Tezonapa,OBvS8fFG9LlPiDynvAB7cQ
Tierra Blanca,qzpc3C47-mpGZma9urg4cA
Tihuatlán,45GUzDB3DiLP1U-wN-IQOg
Tlachichilco,2_UAg_jtlY1aUpIy9B2EcQ
Tlacojalpan,QidjNTJpw07vhVoeVumilQ
Tlacolulan,FAbZlbO59poT36f6TX8L5w
Tlacotalpan,sdmDFKk7siqyrylyXu9lIg
Tlacotepec de Mejía,0PxUUodZ_OqpjUW7DUJkZg
Tlalixcoyan,gEjj8tBEeEO18arTcAANwg
Tlalnelhuayocan,5AyJdLpPWdZfEmJ-dxV9GA
Tlaltetela,sh0w0tfnjzHeyWjOAHy5ng
Tlapacoyan,5WlWJhJgk_5LIzkdziXPaQ
Tlaquilpa,B-Uvrz6r2qWBhrb73pHu9w
Tlilapan,URK89vPjP27tjD6Fb67G3w
Tomatlán,F0QZqRJu_J8GeZq6MogF3A
Tonayán,LwOs2ZKU49YHFelNHdG1TA
Totutla,nxLS_L5JIHR5jMWaLuU1pQ
Tres Valles,ALVd-U_WMczLhshDh6FpOw
Tuxpan,c3WKfhtItEDLvLyrjgEWLQ
Tuxtilla,wkqXq9Sgj5H5bwhtbhj2HQ
Ursulo Galván,ziY1o4zASyHcR3NwTmMP3A
Uxpanapa,8ql-C_flTY91536OlKS_vQ
Vega de Alatorre,DBJV_Y5aDibDGBLJmHWjIg
Veracruz,7Uhzrk6x59w0xQq4Q1LkxQ
Villa Aldama,89tJdDDatdxzfL-IYNza1g
Xalapa,KPW5LVxammnP9rmgKwOjdg
Xico,N_dELwtnHOLlsUGHMfNS5Q
Xoxocotla,3RK_J_ZRd0GtiS7HuCDzkg
Yanga,g8LHPX9LGH0buM7VKX-4ig
Yecuatla,kTYyWKuixz7OO4y60F1mjQ
Zacualpan,Dnl4McXh73R-NBm7S3Fa1w
Zaragoza,IRAIeJUduGKs6ACO-0RvIg
Zentla,Wi6bzx5wPdyJnSK2bYITPg
Zongolica,ijF_PqxKmkLzHlcEvwmJaA
Zontecomatlán de López y Fuentes,SdXCmkTtcK2qP93Lf7VIIQ
Zozocolco de Hidalgo,YDIibXek0dSnZDE3DUWGSg
Álamo Temapache,aTmit0aBXbi28_3MgDdIFg
Apozol,8UjueXF3Nfh6EjmsBYinhQ
Apulco,CTfnprrrxN6NMfEb16i43w
Atolinga,VNtE9KkhivFX6hv_1bYcXg
Benito Juárez,eOl-ef1ZC4zd35F0lDr6pQ
Calera,7h0_1Dxf1fTOmg4sN80uCg
Cañitas de Felipe Pescador,WT7CRIRXITcT19EG38bFSA
Chalchihuites,BH9ByfW1BTOCIG-DruD8OA
Concepción del Oro,0tLmatNUdpAb_dLqt0-5Lg
Cuauhtémoc,UL5rlJ9qkhPEKNMZqhVPog
El Plateado de Joaquín Amaro,QVUrrxmE813jgxRrMxDvUw
El Salvador,gB-MK4ziQq0kK2YyWbWNFw
Fresnillo,2THF-6cdOINzKjckhmE11Q
Genaro Codina,1R5jnfRpFiux2SQceuTueg
General Enrique Estrada,-R00AfJcc_LXjwQHrjaw_Q
General Francisco R. Murguía,actRKsCBMtK4Z0HaUuwWCw
General Pánfilo Natera,xcPiH-cw_a5UPq8QVGEXng
Guadalupe,MrQDTEx9nCvRgX-BfOV5pw
Huanusco,3oi3PH8C1YqFgr6Cs_pfkw
Jalpa,KH5KT5qLRDvUSxK84SG7hw
Jerez,VC3yQL4WH8Ee9kxYs6Lxaw
Jiménez del Teul,lxCgBCdH4EZWAErF3yRsNg
Juan Aldama,1CtV0b0pptaKioCr9M-MWg
Juchipila,WC_hGqqSWgX2-EKylMJ1EA
Loreto,AewvtxQuqUdOSsn2ruiYzg
Luis Moya,9Sm0MXgaPcfK2hx-vnoC4g
Mazapil,sSWOW8PXUwXQv_9rHuko4w
Melchor Ocampo,eVUYKeGFj_XaHhY_yOi0jw
Mezquital del Oro,uEmYx2eMcmf_CCUrmSztEw
Miguel Auza,cxbvKr2gUK2LpaZHd2LbZA
Momax,adTahluWnKlpawj7R1ONvQ
Monte Escobedo,Ur2Cm_niOx_drUyYfrG3Tg
Morelos,BESwPqZvjYoCdZzTgXyD_w
Moyahua de Estrada,yyZdSqC11ZmjzDQjXj3Fqw
Nochistlán de Mejía,2HsMqhxbZFT6Mh2qFkUfew
Noria de Ángeles,CuTx6aLi1wHUzyNB2GzwfA
Ojocaliente,nFZ98RivHx84a_MPWzrNWg
Pinos,WhwY1UpBIp4Yt9f9CZQ4hg
Pánuco,XF_XQJtDRM3pKt8mmN1Izw
Río Grande,W087o6vPBnAKYOXhxkVKCg
Sain Alto,w_CsjhYO6RMgnGhok30XBA
Santa María de la Paz,M-KBmbcBCA5lntaKldNCfA
Sombrerete,kkx9Sm13oEBrGzd02W5Ysg
Susticacán,sYAeu2ZmwFLQM_1izKZwxw
Tabasco,knsraQLdj4G6-Mq7oRTzcQ
Tepechitlán,5JFjFXTKpfjiFb0Jlvr3RQ
Tepetongo,6k1SJ2IhsGva2MsREOzPhQ
Teúl de González Ortega,wqq0Qfg5m_jxz2Hi3bO4Bg
Tlaltenango de Sánchez Román,_rB4JAmF8REkoerCpToddw
Trancoso,UtP4prIYQQGsp36ZyvbAYg
Trinidad García de la Cadena,cd0lUw5x4Gy_MrXaG0SIkg
Valparaíso,IcqGP8c6ACZ6WaV-TzJzkQ
Vetagrande,QFEEHPvyZztQVXw3EpdlZQ
Villa García,zbN1xX362PFmfLARudRAlg
Villa González Ortega,vq7p9zhXx8oyJBahH6eAJQ
Villa Hidalgo,I73pYk1TcLM7TqHUfkIYYA
Villa de Cos,F6s1FCszzKMHEvu3CmpxvQ
Villanueva,yqJPLrsEBpaMunhbUduPDg
Zacatecas,IELqKtLJJ3daSzEOBE9AXg